danceability,playlist_genre,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_release_date,instrumentalness,acousticness
0.494,folk,0.273,Gigi Perez,93,Sailor Song,2262bWmqomIaJXwCRHr13j,Sailor Song,2024-07-26,6.72e-05,0.682
0.611,folk,0.559,Ocie Elliott,73,EP,4Vutl1Y7OJOBwIqVISNmzL,Down by the Water,2018-10-19,0.000276,0.93
0.681,folk,0.789,Jim Croce,69,You Don't Mess Around With Jim,1y4fbtHSJLqpaQXduQw88e,Walkin’ Back to Georgia,1972-04-01,0.000619,0.816
0.625,folk,0.452,Colter Wall,70,Imaginary Appalachia,43UV5Uk0ntzH6MP8Rx1RKh,The Devil Wears a Suit and Tie,2015-06-02,0.238,0.777
0.537,folk,0.832,Neil Young,71,Harvest (50th Anniversary Edition),26QKxvjlCo2fSd3T4c8Zpb,Heart of Gold,1972-02-01,0.0546,0.202
0.687,folk,0.814,Jim Croce,71,You Don't Mess Around With Jim,4mQtXW0vrHC3oTkA1mQsb0,Operator (That's Not the Way It Feels),1972-04-01,6.43e-05,0.573
0.653,folk,0.831,"America, George Martin",76,America,54eZmuggBFJbV7k248bTTt,A Horse with No Name,1972,0.0147,0.687
0.611,folk,0.559,Ocie Elliott,73,EP,4Vutl1Y7OJOBwIqVISNmzL,Down by the Water,2018-10-19,0.000276,0.93
0.583,folk,0.473,Colter Wall,74,Imaginary Appalachia,6fhgO6p9DsTyHqPctyzDkV,Sleeping on the Blacktop,2015-06-02,0.207,0.824
0.868,indian,0.829,"Avvy Sra, Karan Aujla, Jaani",73,White Brown Black,3nKQrVVlwbAQSnFbgZWdN0,White Brown Black,2022-12-09,3.93e-06,0.29
0.854,indian,0.417,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",68,Brown Munde,58f4twRnbZOOVUhMUpplJ4,Brown Munde,2020-09-18,0.0,0.223
0.522,lofi,0.124,"Kina, Adriana Proenza",70,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,2018-08-31,0.026,0.894
0.498,lofi,0.0895,"Kina, Snøw",73,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),2018-10-08,0.0,0.72
0.235,classical,0.0885,Yehezkel Raz,70,"Preludes, Book 2 - Torrents",2kbruQXVXFmxxm4l75zuwy,Behind Every Decision,2019-12-10,0.79,0.995
0.853,electronic,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,0.633
0.875,electronic,0.37,CYRIL,84,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,2023-11-10,0.00995,0.0638
0.571,electronic,0.585,"Kygo, Zak Abel, Nile Rodgers",70,For Life (feat. Nile Rodgers),4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),2024-04-19,0.0,0.0494
0.793,electronic,0.466,"Kungs, Cookin' On 3 Burners",76,Layers,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-11-04,3.6e-05,0.0927
0.762,electronic,0.038,Lavern,72,Hold Me,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,2023-03-31,0.764,0.586
0.58,electronic,0.589,"Kygo, Ava Max",76,Whatever,0LMwmV37RCmBO2so0szAFs,Whatever,2024-01-19,0.0,0.104
0.729,electronic,0.288,TWOPILOTS,71,Riptide,6yv0ZjBlZy2oRFq7jAis2C,Riptide,2022-04-21,3.27e-05,0.156
0.875,electronic,0.37,CYRIL,84,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,2023-11-10,0.00995,0.0638
0.704,electronic,0.31,"HUGEL, Topic, Arash, Daecolm",83,I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,0.00926
0.853,electronic,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,0.633
0.596,electronic,0.743,Calvin Harris,81,Motion,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,0.0211
0.874,electronic,0.726,Matt Sassari,80,Give It To Me (Full Vocal Mix),5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,2021-10-22,0.00238,0.00116
0.88,electronic,0.246,nimino,79,I Only Smoke When I Drink,39glDGcpBhLVMSsQhvtqHR,I Only Smoke When I Drink,2024-08-22,0.0113,0.334
0.755,electronic,0.618,Mr. Belt & Wezol,77,It's Not Right But It's Okay,5OFVzqSeFxGpvDGyHvVeLj,It's Not Right But It's Okay,2024-02-23,7.47e-06,0.0144
0.513,electronic,0.355,"David Guetta, Alesso, Madison Love",77,Never Going Home Tonight (feat. Madison Love),7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),2024-09-06,0.0,0.28
0.845,electronic,0.422,"Imanbek, BYOR",77,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,2022-02-18,5.57e-06,0.0582
0.58,electronic,0.589,"Kygo, Ava Max",76,Whatever,0LMwmV37RCmBO2so0szAFs,Whatever,2024-01-19,0.0,0.104
0.687,electronic,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",76,Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),2022-06-17,0.0,0.0112
0.847,electronic,0.692,"James Hype, Miggy Dela Rosa",76,Ferrari,4zN21mbAuaD0WqtmaTZZeP,Ferrari,2022-04-01,6e-05,0.0127
0.67,electronic,0.403,"Gabry Ponte, LUM!X, Prezioso",75,Thunder,2USlegnFJLrVLpoVfPimKB,Thunder,2021-05-07,3.21e-05,0.0342
0.671,electronic,0.964,Peggy Gou,75,(It Goes Like) Nanana [Edit],23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,2023-06-15,0.188,0.12
0.587,electronic,0.466,Bakermat,75,The Ringmaster,780be5fB7823aHG06mwTat,Baianá,2020-10-09,0.668,0.000754
0.655,electronic,0.778,"IVE, David Guetta",74,Supernova Love,5sTLGx6c7YRwnrWm6O091n,Supernova Love,2024-11-08,0.0,0.066
0.558,electronic,0.39,"David Guetta, Alphaville, Ava Max",77,Forever Young,3bg2qahpZmsg5wV2EMPXIk,Forever Young,2024-10-18,0.0,0.208
0.847,electronic,0.0509,"Zerb, Sofiya Nzau",74,SURRENDER,5KTZgG84bKFGm53lhLtTqc,Mwaki,2023-10-27,0.201,0.201
0.545,electronic,0.411,"Ella Henderson, Rudimental",74,Alibi (feat. Rudimental),5Jpz4nv8nA6FIYO5gEyQa2,Alibi (feat. Rudimental),2024-01-12,0.00281,0.191
0.581,electronic,0.257,"Kronan, Nyaruach, Bakermat",73,Gatluak (Bakermat Remix),0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak - Bakermat Remix,2021-07-23,0.0502,0.0778
0.621,electronic,0.779,"Nathan Dawe, Ella Henderson",73,21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),2022-04-29,5.92e-06,0.0165
0.714,electronic,0.865,"LAVINIA, Ely Oaks",72,K.O.,7r2cCbhAbGUE4Izor1ZnlZ,K.O.,2024-08-09,0.366,0.0622
0.848,electronic,0.249,"Öwnboss, Sevek",72,Move Your Body,6GomT970rCOkKAyyrwJeZi,Move Your Body,2021-10-29,0.000403,0.0169
0.605,electronic,0.302,"Niklas Dee, René Miller",72,Around The World,47KhhDku9RLDsWIJjYaXDs,Around The World,2024-08-02,0.000709,0.473
0.763,electronic,0.502,"Jax Jones, MNEK",71,Where Did You Go (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),2022-02-04,7.08e-06,0.182
0.777,electronic,0.439,"Hannah Laing, RoRo",71,Good Love,0ZVjgfaC2Ptrod9v6p9KFP,Good Love,2023-05-12,0.0042,0.14
0.853,electronic,0.83,"BLOND:ISH, Stevie Appleton",71,Never Walk Alone,4HB7ECLzrbgapiZyLlFbxz,Never Walk Alone,2024-08-02,0.134,0.052
0.747,electronic,0.684,"Fred again.., Obongjayar",70,adore u,3YgtkOxZsTuaZdL8McA1FQ,adore u,2023-08-11,0.00413,0.582
0.567,electronic,0.314,"Kygo, Sandro Cavazza",68,Hold On Me,4aPX3IT9cskOWmeZvOYc5s,Hold On Me,2024-11-15,0.0,0.0801
0.651,electronic,0.666,"Jain, Ian Asher",69,Makeba (Ian Asher Remix),67eYAnkdTu8BMcIx29z26L,Makeba - Ian Asher Remix,2023-01-13,0.0975,0.236
0.671,electronic,0.412,"Tiësto, Soaky Siren",69,Tantalizing,799db91cR00On6N158VLHS,Tantalizing,2024-11-08,0.0106,0.0022
0.634,electronic,0.409,"Robin Schulz, CYRIL, Sam Martin",69,World Gone Wild (feat. Sam Martin),4arNFfHtD5FPYcpUUiUOM1,World Gone Wild (feat. Sam Martin),2024-10-11,0.0025,0.00882
0.689,electronic,0.582,"Jax Jones, Calum Scott",69,Whistle (feat. Calum Scott),4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),2023-02-10,4.6e-06,0.145
0.652,electronic,0.805,"Gabry Ponte, Sean Paul, NATTI NATASHA",69,Born To Love Ya,5Nwh8kghoqebxmco5ZWbDt,Born To Love Ya,2024-10-04,0.0,0.0921
0.608,electronic,0.214,Lost Frequencies,68,Love Is The Only Thing,4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,2024-11-08,0.00736,0.0554
0.772,electronic,0.4,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",68,2 Times,03xIKiQXopptD4Sv8ijvcG,2 Times,2024-10-04,0.000738,0.0634
0.588,electronic,0.523,"Alok, Bebe Rexha",68,Deep In Your Love,0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,2024-01-12,6.89e-05,0.0243
0.785,electronic,0.673,"The Blessed Madonna, Clementine Douglas",68,Happier (feat. Clementine Douglas),1TcF5F10EN17vraisG1gQv,Happier (feat. Clementine Douglas),2024-02-02,0.0105,0.0038
0.724,electronic,0.925,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",68,Honey Boy (feat. Nile Rodgers & Shenseea),1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),2024-05-03,9.38e-05,0.0103
0.599,electronic,0.26,"Disclosure, Eliza Doolittle, Flume",70,Settle (Special Edition),3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,2013-06-03,0.000107,0.378
0.713,electronic,0.343,"The Chainsmokers, ROZES",71,Roses,3vv9phIu6Y1vX3jcqaGz5Z,Roses,2015-06-16,0.00377,0.0435
0.631,electronic,0.422,Marshmello,68,Alone,3MEYFivt6bilQ9q9mFWZ4g,Alone,2016-05-13,0.0155,0.0241
0.762,electronic,0.038,Lavern,72,Hold Me,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,2023-03-31,0.764,0.586
0.695,latin,0.765,Los Ángeles Azules,71,Una Lluvia De Rosas,5hrxAFrYbNTLjAYSrmbpgr,El Listón De Tu Pelo,1999-01-01,0.0,0.312
0.738,latin,0.774,Los Ángeles Azules,68,Una Lluvia De Rosas,1Y372uxsCkKqNclj2ercap,17 Años,1999-01-01,0.0,0.467
0.72,latin,0.805,Grupo Mojado,73,Sueño Y Realidad,1xKP7GVLY33i5jmx1bB1Kk,Piensa En Mí,1996-01-01,0.0,0.348
0.848,latin,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",84,+57,3mg9jYNC1NihbthlglzrWP,+57,2024-11-08,0.0,0.221
0.725,latin,0.762,"FloyyMenor, Ozuna, Anitta",73,Gata Only (Remix),0JGTfiC4Z41GEEpMYLbWwO,Gata Only (Remix),2024-06-07,0.0,0.318
0.763,latin,0.804,FloyyMenor,83,EL COMIENZO,42wdz3j7gstgUuhoFLCXqd,PELIGROSA,2024-08-09,6.42e-06,0.22
0.773,latin,0.25,"Myke Towers, Peso Pluma",72,LA PANTERA NEGRA,1iIrqtbY2aogEHhQkmrV7w,SE TE NOTA (feat. Peso Pluma),2024-08-22,4.24e-05,0.0565
0.786,latin,0.522,"Myke Towers, Bad Bunny",77,ADIVINO,0LZy30mVmxqUpdQmaXKXBd,ADIVINO,2024-04-25,2.39e-05,0.169
0.724,latin,0.757,"Mora, SAIKO",71,ESTRELLA,0QRHOAeU8JRaVVn3UoZBih,REINA,2023-08-28,1.06e-06,0.632
0.911,latin,0.345,"Bad Bunny, Feid",84,nadie sabe lo que va a pasar mañana,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,2023-10-13,2.16e-05,0.0887
0.801,latin,0.528,"Bad Bunny, Mora",70,nadie sabe lo que va a pasar mañana,4qSEvFGCpde73gqIuq3sho,HIBIKI,2023-10-13,0.0,0.604
0.787,latin,0.13,Bad Bunny,77,nadie sabe lo que va a pasar mañana,4MjDJD8cW7iVeWInc2Bdyj,MONACO,2023-10-13,0.000402,0.15
0.847,latin,0.396,"Bad Bunny, Young Miko",73,nadie sabe lo que va a pasar mañana,3nNmRE0DxHC6ZaKkrpUumS,FINA,2023-10-13,1.11e-06,0.0869
0.845,latin,0.681,Rauw Alejandro,81,PLAYA SATURNO,2kz1YOhJiNubjigR1gB1VX,DILUVIO,2023-07-07,1.78e-05,0.343
0.841,latin,0.484,"KAROL G, Peso Pluma",83,MAÑANA SERÁ BONITO (BICHOTA SEASON),5RqSsdzTNPX1uzkmlHCFvK,QLONA,2023-08-10,0.0,0.52
0.652,latin,0.234,Bad Bunny,74,WHERE SHE GOES,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,2023-05-18,0.629,0.143
0.863,latin,0.686,"Eladio Carrion, Bad Bunny",73,3MEN2 KBRN,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,2023-03-17,4.43e-05,0.143
0.713,latin,0.576,"Arcángel, Bad Bunny",69,La Jumpa,5MxFWjuqQIsbNWbMdMdbli,La Jumpa,2022-11-30,0.0,0.298
0.911,latin,0.425,"Bad Bunny, Chencho Corleone",81,Un Verano Sin Ti,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,2022-05-06,2.68e-05,0.0901
0.797,latin,0.451,"Bad Bunny, Buscabulla",74,Un Verano Sin Ti,44XjoNvtwevktFKjvVe1vH,Andrea,2022-05-06,0.000293,0.762
0.801,latin,0.234,Bad Bunny,79,Un Verano Sin Ti,5Eax0qFko2dh7Rl2lYs3bx,Efecto,2022-05-06,1.73e-05,0.141
0.65,latin,0.187,Bad Bunny,79,Un Verano Sin Ti,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,2022-05-06,0.000291,0.0993
0.795,latin,0.419,"Bad Bunny, JHAYCO",76,Un Verano Sin Ti,41oY4WCTj5kccfesTVFnvN,Tarot,2022-05-06,0.0,0.0225
0.663,latin,0.579,"Bad Bunny, Tony Dize",73,Un Verano Sin Ti,1797zYiX4cKosMH836X9Gt,La Corriente,2022-05-06,0.0,0.229
0.771,latin,0.317,"Mora, JHAYCO",73,MICRODOSIS,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,2022-04-01,0.0,0.389
0.815,latin,0.872,Tego Calderón,78,El Abayarde,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,2003-07-01,8.34e-05,0.4
0.725,latin,0.791,"Aventura, Bad Bunny",74,Volví,2vmfvSoZBFAt9hhRoEByLi,Volví,2021-08-03,0.000284,0.422
0.659,latin,0.632,"Mora, Bad Bunny, Sech",73,Volando (Remix),0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,2021-07-08,0.0,0.207
0.644,latin,0.44,Bad Bunny,75,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,2021-06-04,0.0,0.276
0.811,latin,0.471,Bad Bunny,72,EL ÚLTIMO TOUR DEL MUNDO,5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,2020-11-27,0.000572,0.234
0.856,latin,0.391,"Bad Bunny, ROSALÍA",74,EL ÚLTIMO TOUR DEL MUNDO,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,2020-11-27,0.0,0.0303
0.78,latin,0.579,"ROSALÍA, Ozuna",69,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",2019-08-15,0.000868,0.462
0.731,latin,0.145,"Bad Bunny, JHAYCO",75,EL ÚLTIMO TOUR DEL MUNDO,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,2020-11-27,5.22e-05,0.401
0.691,latin,0.855,"Anuel AA, Bad Bunny",74,Emmanuel,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,2020-05-29,3.29e-06,0.464
0.607,latin,0.685,"Bad Bunny, Jowell & Randy, Ñengo Flow",72,YHLQMDLG,2DEZmgHKAvm41k4J3R2E9Y,Safaera,2020-02-29,0.0,0.0103
0.685,latin,0.761,Bad Bunny,70,YHLQMDLG,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,2020-02-29,7.14e-06,0.0861
0.86,latin,0.887,Bad Bunny,73,YHLQMDLG,4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,2020-02-29,0.000106,0.169
0.9,latin,0.824,Bad Bunny,74,YHLQMDLG,41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,2020-02-29,4.81e-06,0.402
0.762,latin,0.81,Bad Bunny,68,YHLQMDLG,5kqNIqFjijuzvVLhuY9B8j,La Zona,2020-02-29,7.04e-05,0.2
0.86,latin,0.453,Bad Bunny,69,YHLQMDLG,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,2020-02-29,6.54e-05,0.021
0.879,latin,0.788,"Rauw Alejandro, Farruko",71,Fantasias,6mAN61JH0dzyZpWslS11jy,Fantasias,2019-08-29,0.0,0.143
0.819,latin,0.622,"Darell, Brytiago",70,Velitas,7q3NthaBqFI6s0WnAlnIvq,Velitas,2019-07-12,1.19e-06,0.225
0.756,latin,0.429,"J Balvin, Bad Bunny",82,OASIS,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,2019-06-28,1.81e-05,0.152
0.639,latin,0.933,"J Balvin, Bad Bunny",75,OASIS,25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,2019-06-28,0.0,0.0275
0.61,latin,0.244,"Bad Bunny, Tainy",72,Callaita,2TH65lNHgvLxCKXM3apjxI,Callaita,2019-05-31,2.12e-06,0.6
0.882,latin,0.746,"ROSALÍA, J Balvin, El Guincho",69,Con Altura,2qG5sZ7Si6sdK74qLxedYM,Con Altura,2019-03-28,0.00325,0.39
0.857,latin,0.553,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",69,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,Verte Ir,2019-03-28,1.2e-06,0.391
0.737,latin,0.656,"Daddy Yankee, Snow",76,Con Calma,5w9c2J52mkdntKOmRLeM2m,Con Calma,2019-01-24,1.94e-06,0.11
0.746,latin,0.874,"Becky G, Bad Bunny",70,MALA SANTA,2AY1UAimvTqjJC8vDJsOyy,Mayores,2019-10-18,0.00291,0.145
0.818,latin,0.695,"Mora, JHAYCO",74,Primer Dia de Clases,5jzEwSyyymBlf1fa1o39T2,512,2021-02-05,0.0,0.348
0.718,latin,0.92,J Balvin,72,La Familia B Sides,6Ges5C2IE738iJh4HyQizQ,Ay Vamos,2014-09-12,5.52e-05,0.157
0.73,latin,0.785,Maluma,82,"Pretty Boy, Dirty Boy",6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette,2015-10-30,0.0,0.132
0.746,latin,0.733,"J Balvin, Farruko",69,La Familia,3uvypVUsiIr1B0BccIcsEh,6 AM,2013-09-29,0.0,0.152
0.807,latin,0.676,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",69,Sensualidad,5hcisvFMidkMJlElTO9Qmw,Sensualidad,2017-11-03,0.0,0.423
0.799,latin,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",70,Sigue Bailandome,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,2018-10-19,0.001,0.282
0.683,latin,0.724,"J Balvin, Zion & Lennox",69,Vibras,5qFeMRz4TvetPmzjre9Dq7,No Es Justo,2018-05-25,0.000404,0.161
0.55,latin,0.543,"Bad Bunny, Mora",74,YHLQMDLG,5J7teKIJGtqVypgYI6sqXj,Una Vez,2020-02-29,2.58e-06,0.132
0.714,latin,0.906,"Ozuna, J Balvin, Chencho Corleone",69,ENOC,5y7DaS3jAc9eZzcSOoUIwU,Una Locura,2020-09-04,0.00035,0.139
0.713,latin,0.682,"Myke Towers, Juhn",70,Bandido,1xK1Gg9SxG8fy2Ya373oqb,Bandido,2020-12-10,0.0,0.122
0.627,latin,0.961,"J Balvin, Bad Bunny, Marciano Cantero",75,OASIS,7hynhxDoDpgMIV12JuVtNa,UN PESO,2019-06-28,0.0,0.125
0.635,latin,0.443,"KAROL G, Mariah Angeliq",70,KG0516,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,2021-03-26,0.0,0.256
0.762,latin,0.442,Farruko,76,Pepas,5fwSHlTEWpluwOM0Sxnh5k,Pepas,2021-06-24,6.98e-05,0.00776
0.793,latin,0.716,Myke Towers,69,ALMAS GEMELAS,2KcNrONbZ0hvBPjvrDO2tx,ALMAS GEMELAS,2021-07-22,0.000189,0.182
0.737,latin,0.662,"Bad Bunny, Yaviah",70,YHLQMDLG,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,2020-02-29,6.63e-06,0.31
0.639,latin,0.138,"Tainy, Bad Bunny, Julieta Venegas",70,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,1.78e-06,0.0889
0.843,latin,0.899,"Becky G, KAROL G",69,MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,2022-02-10,0.0,0.0934
0.869,latin,0.511,"Rauw Alejandro, Chencho Corleone",68,Desesperados,6ZOcbKub95XSDESsKKuH41,Desesperados,2021-12-11,0.00125,0.356
0.695,latin,0.575,"Shakira, Rauw Alejandro",70,Te Felicito,2rurDawMfoKP4uHyb2kJBt,Te Felicito,2022-04-21,0.0,0.234
0.564,latin,0.607,Bad Bunny,71,Un Verano Sin Ti,1dm6z1fWB0cErMszU25dy2,Después de la Playa,2022-05-06,0.0,0.356
0.804,latin,0.292,Bad Bunny,79,Un Verano Sin Ti,6Xom58OOXk2SoU711L2IXO,Moscow Mule,2022-05-06,1.18e-06,0.294
0.849,latin,0.724,Bad Bunny,71,Un Verano Sin Ti,0wihfILRNOwE2156Shezc8,Agosto,2022-05-06,6.18e-06,0.0929
0.655,latin,0.342,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",70,Yo Te Quiero Pa Mi,17I27VXKtqXJHL6ReaG0eS,Hola - Remix,2022-02-09,0.0,0.473
0.627,latin,0.342,"KAROL G, Maldy",68,GATÚBELA,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,2022-08-26,0.0,0.263
0.703,latin,0.298,Anuel AA,71,¿Qué Nos Pasó?,7k3qWn8D43a5ISa3x8lJux,¿Qué Nos Pasó?,2022-05-26,5.8e-06,0.436
0.757,latin,0.464,"Mora, Feid",78,MICRODOSIS,5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,2022-04-01,0.0,0.307
0.704,latin,0.425,Rauw Alejandro,70,VICE VERSA,1lV3QHHMAQt0Kc1ioZq2MP,Sexo Virtual,2021-12-10,1.93e-05,0.328
0.734,latin,0.604,"Rvssian, Rauw Alejandro, Chris Brown",70,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,Nostálgico,2021-09-08,1.74e-06,0.166
0.892,latin,0.607,"Ñengo Flow, Bad Bunny",68,Gato de Noche,54ELExv56KCAB4UP9cOCzC,Gato de Noche,2022-12-22,1.24e-06,0.169
0.812,latin,0.559,"Yng Lvcas, Peso Pluma",79,La Bebe (Remix),2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,2023-03-17,1.21e-06,0.213
0.791,latin,0.916,"Ryan Castro, Peso Pluma, SOG",74,QUEMA,2hn2zOA2XFlv6DSmesylrL,QUEMA,2023-07-13,0.000355,0.0509
0.708,latin,0.607,Myke Towers,82,LA VIDA ES UNA,7ABLbnD53cQK00mhcaOUVG,LALA,2023-03-23,0.00162,0.0739
0.822,latin,0.934,Darell,71,EVERYBODY GO TO THE DISCOTEK,3cDyocF0Ibdfs1SFQk5cLZ,Lollipop,2023-07-28,1.46e-05,0.179
0.785,latin,0.903,"Ozuna, Anuel AA, Chris Jedi",72,Cosmo,3j5zNcb0aSk7dx3W3mAKzw,Pa Ti Estoy,2023-11-17,0.0,0.147
0.843,latin,0.796,"Brray, JHAYCO, Ryan Castro",69,Corazón Roto (Remix),6k5wiT5l9DK8iZmhvEvoqo,Corazón Roto - Remix,2023-04-07,1.22e-06,0.226
0.771,latin,0.931,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",68,El Efecto (Remix),74j34STf8L6uADnTN69ohv,El Efecto - Remix,2019-12-13,1.57e-05,0.18
0.72,latin,0.463,"Peso Pluma, Anitta",75,BELLAKEO,05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,2023-12-07,0.06,0.0562
0.817,latin,0.774,"Myke Towers, Farruko, Arcángel, Sech, Zion",72,Si Se da Remix,6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,2019-08-02,0.0,0.441
0.898,latin,0.359,"Cazzu, Lyanno, Rauw Alejandro, Dalex",71,Error 93,7DOh0tBGnyMt6C5OO7o8Yq,Nada,2019-06-03,0.000623,0.343
0.725,latin,0.648,"Rvssian, Rauw Alejandro, Ayra Starr",79,Santa,5bi0gh89wRuH2OgjdAKFsb,Santa,2024-04-04,0.000189,0.321
0.88,latin,0.594,"Ozuna, Bad Gyal",69,Guay,1S3SAFqLBWk3HaR5UyXp43,Guay,2024-04-18,1.79e-05,0.0881
0.714,latin,0.641,"KEVIN ROLDAN, Bryant Myers, Lyanno",69,KrING,4PEfJZpVjdclfzZ9XO8uDw,HASTA ABAJO,2019-10-04,0.0,0.292
0.703,latin,0.486,"iZaak, JHAYCO, Anuel AA",75,BBY BOO (REMIX),43PiEypaceH339CSNiggyj,BBY BOO - REMIX,2024-03-27,6.11e-06,0.215
0.763,latin,0.78,Cris Mj,85,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,2024-05-23,0.225,0.0859
0.791,latin,0.669,"FloyyMenor, Cris Mj",87,Gata Only,6XjDF6nds4DE2BBbagZol6,Gata Only,2024-02-02,2.41e-05,0.446
0.793,latin,0.578,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",75,ELOVRGA,2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,2023-08-18,0.0,0.132
0.535,latin,0.523,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",70,The Academy,34ZngZgo8xicbt1EE8Ob8Z,Porno,2019-10-11,0.0,0.428
0.924,latin,0.787,KAROL G,93,Si Antes Te Hubiera Conocido,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,0.446
0.69,latin,0.356,Fuerza Regida,88,PERO NO TE ENAMORES,5AH31dDNgxCMGDdxubNNn4,NEL,2024-07-25,0.0004,0.523
